,alabama,alaska,arizona,arkansas,california,colorado,connecticut,delaware,district-of-columbia,florida,georgia,guam,hawaii,idaho,illinois,indiana,iowa,kansas,kentucky,louisiana,maine,maryland,massachusetts,michigan,minnesota,mississippi,missouri,montana,nebraska,nevada,new-hampshire,new-jersey,new-mexico,new-york,north-carolina,north-dakota,ohio,oklahoma,oregon,pennsylvania,puerto-rico,rhode-island,south-carolina,south-dakota,tennessee,texas,utah,vermont,virginia,washington,west-virginia,wisconsin,wyoming
261,2844,653,4136,1361,13041,4330,0,507,371,6277,3038,14,80,1160,7873,4490,1459,1647,2427,0,23,1590,3212,8351,4531,1553,3690,1049,1697,2912,689,3305,2130,5751,3444,703,7229,3140,1674,6883,1243,982,1793,819,5378,6338,2058,28,3173,1457,721,5512,156
262,2149,639,3221,1232,14167,3489,0,591,140,7363,1952,36,59,824,7178,4322,1999,1830,2743,1646,220,1999,2491,5576,8946,1845,2456,956,1425,1298,478,4258,1435,6718,3820,723,8103,1727,1614,5144,152,1082,1220,801,4681,12544,1735,67,2325,1562,1054,3965,560
263,2335,485,5161,1122,16571,4133,4714,409,104,6659,2047,34,89,1214,6190,5689,1705,3626,2116,169,249,1923,1166,5214,5795,1485,2147,397,674,1642,514,4440,1678,7335,2734,594,6952,2208,1311,5584,1342,759,1360,564,5496,14000,1911,72,1893,4449,876,2624,816
264,4849,541,5983,1968,16974,4405,1459,700,133,8847,4842,37,45,1607,12542,5419,1444,2998,4127,5336,219,2765,3068,6511,3573,1141,6712,1007,2634,2698,772,5420,2324,7614,3010,403,9467,1743,1223,5717,1157,1184,1427,448,5957,13747,2529,188,2228,2482,1039,4785,500
265,3913,709,3840,2232,18353,3862,2672,360,157,9994,5734,31,80,1429,9757,6624,2050,2686,3597,3602,232,2220,5020,7433,5181,2457,5079,1135,2127,2129,566,5049,1544,9383,4326,480,8214,2870,1506,8654,614,1447,1925,1291,6662,19932,4034,101,2417,2817,1060,4594,732
266,3723,779,5442,2815,21932,6037,4751,770,322,10870,5839,22,149,1721,10959,8495,3358,2625,3836,2748,346,2044,6665,7957,6160,2168,4601,782,1806,2536,593,5239,1899,10144,5764,970,9353,1713,1133,11268,494,1470,2231,1145,2496,18220,3974,181,2023,2092,1130,5492,541
267,3752,760,5680,2853,24301,5013,1538,957,316,10177,6376,17,109,1911,10526,7933,2693,2445,3592,3105,290,3792,5483,9425,5365,2480,4544,1314,1699,2902,765,5927,2073,10850,5430,844,10604,4845,2144,12089,675,1612,2954,1050,4789,14605,3027,121,2877,2485,1276,5651,659
268,3389,885,6799,2266,25443,5125,0,709,392,10431,5017,18,139,1339,9887,7723,2816,1571,3872,0,283,3193,5611,6308,6316,1942,4190,633,1652,3194,448,4993,1921,10163,6145,555,10976,4386,1806,11374,1141,1503,3227,906,5355,11697,3701,131,3793,1448,1519,5727,204
269,2140,692,5376,1556,28835,3234,0,829,264,8436,2034,27,109,805,7598,6625,1889,1561,2567,3954,221,2643,4820,5149,5587,1473,2109,806,796,2511,633,7630,1232,9276,6565,477,7959,3253,1253,7755,2506,1098,2778,687,3056,9819,2582,121,3880,1314,1181,3095,376
270,2209,555,1567,1128,27173,4037,8129,811,183,7711,5285,15,85,1383,8691,5685,2116,3079,1960,1015,427,2302,2477,4675,5292,1263,1776,716,447,2448,1045,4756,1859,8197,4499,361,9722,1910,1292,8582,1399,964,2647,509,4041,15041,2247,65,3817,6621,1231,2196,668
271,4947,555,12314,2304,26126,3971,2414,765,270,7985,5577,7,56,2012,7910,5408,980,2344,3076,2430,274,2632,4116,6676,3069,1732,5900,755,2000,2694,807,5626,1255,9722,4797,586,12720,2306,1294,10118,1194,1269,2305,538,7125,15219,2350,100,3860,3337,1020,4747,490
272,4030,574,4444,2348,32319,3757,2290,944,265,9592,5512,13,84,2298,8256,5778,1519,2304,3468,4360,405,2692,5956,5342,4531,2746,4528,787,1422,3053,969,5855,1748,10604,6622,2221,10094,2316,1205,8626,935,1359,2493,985,8069,15780,2593,105,4398,2534,1385,4047,410
273,3969,608,4928,2222,34199,4649,2431,653,244,11335,7623,13,129,1825,11101,6545,2486,2114,4314,2419,407,3202,5361,6302,3505,2283,3801,759,1324,2193,681,5252,1781,10281,5683,575,11738,2469,1551,12021,568,1398,2245,704,5790,14004,3426,128,3915,2896,1463,4766,338
274,4194,598,6983,2795,37323,4678,3782,794,259,11699,6191,27,91,1582,9420,7230,2102,1999,3670,2868,345,2616,5647,5626,3756,2327,3844,978,1292,1691,1187,3793,1834,10716,7667,490,10359,3915,1582,13318,2741,1200,3545,945,8868,15668,2199,128,3395,3009,1259,4435,562
275,3857,526,8077,2652,29356,3961,0,1075,286,10577,6447,11,207,1022,8737,7434,2197,1441,3540,0,414,3538,5281,4813,4435,2665,3869,774,1222,3733,784,5150,1793,10516,6280,376,11252,3998,1419,10029,1619,1261,3577,735,6024,21304,3719,85,4177,3372,1425,4650,122
276,2605,642,5853,1463,33338,2559,0,594,231,8958,4798,16,91,547,7216,5922,1629,1290,2444,4430,303,2638,4846,4019,3433,1500,2011,659,587,2882,712,5103,1442,9876,6946,281,9266,4348,1014,9876,1262,945,3413,631,8916,8674,2098,127,3294,1775,1136,2801,453
277,2625,411,11806,1367,29787,2911,7231,1013,164,8452,3720,31,198,1038,7214,4988,1120,2712,1786,1032,426,2314,3648,3602,3023,1648,1717,0,401,2579,919,5940,1499,9811,4897,196,7875,2107,1157,9466,682,528,2573,316,11209,13152,1983,104,3240,3231,973,2476,415
278,5984,272,4134,2161,35720,2278,1470,696,301,9411,7437,12,59,1802,7359,4258,972,2200,2928,2638,411,2401,3923,5391,2331,2205,5441,737,1673,2320,670,3920,1258,10613,5363,326,8755,2232,1082,9704,520,1133,2547,345,7916,20016,1929,66,3160,1596,1325,4135,289
279,4954,612,4837,2327,61869,3334,2319,799,263,11541,6624,19,115,1433,7123,6234,1259,2106,2875,3275,551,2405,5943,4644,2258,2343,4184,604,1184,2366,888,6509,1800,10128,5400,293,5413,3250,1530,10177,283,1045,2803,904,11806,20146,2950,86,3931,3962,1143,2905,246
280,4574,361,5817,3067,45681,3698,2321,852,228,13148,7777,15,148,1426,8828,6366,2193,1950,3328,3783,590,2217,5127,4541,2763,2261,3888,839,1329,2281,831,4263,1688,11186,5913,377,11408,2986,1314,9984,1602,1138,2659,594,9313,16373,3227,140,3853,2980,1583,4141,283
281,4373,489,7635,2904,49309,3693,2680,346,274,13000,8141,10,134,1340,7377,5973,1820,1955,3169,3119,436,2569,5671,4519,2724,2507,3766,509,1150,2878,696,4724,1455,12542,8571,494,9684,3569,1372,9124,2358,395,4308,575,10155,16842,2664,94,3295,3768,1249,3976,766
282,3891,325,5560,2718,37109,2491,0,1043,238,11682,5763,5,164,851,7562,4752,2155,1460,3374,0,402,2201,4338,4181,2755,1700,3570,627,1224,2601,649,3653,1430,9331,6291,231,8567,4123,1506,8937,1878,927,3466,564,8264,14528,2426,100,3584,1721,1436,4196,129
283,2588,180,5366,1550,42005,2292,0,487,259,8401,5618,4,212,891,6003,6510,1469,1300,1757,3718,207,2054,4255,2275,2690,2222,1932,551,671,2087,933,5196,1063,9778,7027,251,8377,4988,1116,6558,1540,1080,2873,391,7073,10736,2009,100,3876,458,1004,2079,174
284,2558,148,7748,1470,43312,2146,4595,447,139,11015,3520,9,140,917,4699,3882,1024,2596,1976,1118,339,2265,3837,2784,1995,1167,1826,154,421,1939,846,4378,815,9768,4606,82,6548,2606,825,9065,562,440,2330,347,9994,17271,1832,91,4042,4006,1177,1697,456
285,5841,446,5870,1959,35267,2516,1583,577,160,10434,9079,27,69,1717,6239,3673,874,1947,3047,3706,458,2324,3794,3514,1708,2191,5064,623,1515,1090,620,4677,1267,9889,5382,332,7678,2194,1318,7770,1531,939,2459,435,5823,21832,2319,74,3591,1508,1240,3053,261
286,4881,363,6058,2920,44632,2948,1745,622,326,11384,7773,19,110,1391,6762,4681,1086,1929,2936,2980,748,2465,4807,3820,1521,2634,3861,575,1050,2988,504,5120,1167,12325,5736,270,7790,3670,897,9725,882,920,4315,531,6908,20988,2631,72,4652,2458,1180,3067,285
287,4401,271,7046,3233,35129,3030,2038,792,210,13147,10286,9,134,1248,7037,6222,2095,1384,2718,2570,735,2866,5928,2447,1887,2326,3686,407,884,2249,390,5376,1924,12483,7830,225,8829,3289,851,9344,432,948,2936,506,6095,10142,2913,101,4782,2516,1445,3285,0
288,2545,149,6616,2141,37944,2659,0,648,0,10650,6054,2,125,170,5742,5469,1535,943,1803,0,321,2432,0,2447,10,1527,2251,0,925,1853,0,4664,1456,11622,6472,0,0,0,897,6477,864,896,134,0,6645,5327,2516,106,4078,73,1607,1598,0
289,962,189,6106,708,41290,1430,0,833,274,6392,4158,1,125,384,3293,3858,1173,1734,762,0,0,2280,7666,2983,2144,845,553,504,76,1589,1031,3709,604,10823,5498,407,11017,3970,608,6953,2719,248,4004,417,6630,8715,1001,79,1584,3354,1186,686,482
290,3457,308,1296,916,36417,1399,0,594,492,7391,3511,1,100,428,3767,1827,389,1901,1500,3229,333,1758,3129,1619,2523,1365,2581,347,1022,1856,876,2160,742,7782,3025,111,5857,2641,1399,4710,2198,795,7432,427,4890,13058,806,63,3999,131,543,2570,54
291,3109,124,10086,1666,38894,1650,8457,438,140,8198,3941,11,47,795,4453,2476,578,3055,1454,819,439,1985,4192,1931,1082,1701,2034,219,442,868,861,5312,691,11082,4015,93,4519,3461,820,5091,906,708,2007,267,3379,20271,1729,91,2599,2814,783,1452,504
292,6812,209,2799,2743,35368,1740,767,712,193,12075,9450,12,79,1514,5644,3993,903,2451,2975,3954,590,1878,4139,3963,991,1943,6006,427,1727,1747,1027,3837,1216,11687,3690,272,7526,1198,682,8701,2543,1291,2690,501,3548,22996,2756,82,4122,1860,1315,2995,219
293,5823,369,5267,3213,32683,2451,1696,414,223,13871,9053,15,111,1340,7374,4755,1369,2415,3770,6757,590,2628,6829,4782,2023,3023,4495,874,716,2470,545,4393,1311,13886,8678,371,8178,3261,1033,8565,114,1214,3011,562,8078,19973,2633,74,4048,1831,1443,3165,210
294,5666,372,7718,2733,31402,3238,2045,874,225,17192,11709,9,197,1213,8009,6495,1706,1948,4116,4054,702,2973,7249,2994,2201,2756,4554,255,1579,2137,786,4816,1678,17049,6842,293,9632,3921,1649,9311,634,1381,4172,444,6701,17397,4707,136,5239,3621,1669,3534,276
295,4369,470,10060,4344,47349,3064,0,618,269,21015,11137,9,253,287,7201,6314,1712,1303,3124,0,0,3557,0,2994,8,2575,3800,0,1191,2315,0,4926,1278,13573,9654,0,0,5138,1430,6899,1275,890,5352,0,9175,10748,1946,206,5182,1022,2148,2845,0
296,2295,290,8883,2018,47196,2011,4412,821,257,10503,7533,0,177,835,4762,5340,1990,1646,1469,0,1044,2952,8990,3512,2534,1891,1232,389,533,1825,1156,6647,1237,14643,9492,396,14293,5021,1009,8772,1208,776,5048,665,6680,15186,3133,71,3989,2151,1708,1044,164
297,3387,168,17234,2052,39076,2078,0,621,255,10603,5778,1,156,308,4469,2994,667,1817,2855,5794,347,2148,3476,2496,2715,1784,2723,437,854,2747,1266,4886,1015,13373,6614,150,6808,3026,1397,4476,304,880,4184,703,7198,17437,1832,104,5010,3678,1157,2679,302
298,3258,214,5158,1318,32888,2185,4516,863,140,11256,5163,17,93,798,5059,3633,1048,3257,2317,1125,376,2483,4899,2994,3155,1616,2498,283,425,1414,878,3092,921,11911,5314,199,5942,2709,708,4638,1011,645,3943,111,3515,18417,2176,80,3771,3243,916,1602,372
299,6576,209,5932,4145,38562,3458,2332,779,262,15431,10091,13,129,1538,6839,3411,1178,2662,1693,4475,597,1956,4627,3031,1584,1767,6514,714,1806,2423,664,5580,1184,13074,5412,254,7580,1503,1035,8979,747,1160,2739,433,4051,32055,3343,165,4377,2570,1385,4010,322
300,5347,340,7206,3739,35386,2557,2486,639,316,17783,7686,21,149,1263,7569,6171,1769,2220,5705,6889,525,3146,6841,4856,2335,2791,4921,682,1266,1938,846,6323,1485,16752,7079,338,7814,3317,735,9355,474,1581,5303,608,8406,25538,3797,120,5387,2155,1415,4056,321
301,4580,338,9913,3354,41030,3473,3304,1240,268,19816,9790,8,337,1067,8757,7301,2625,2118,4889,4539,535,2970,7537,4249,1993,3255,4413,690,1160,3402,423,7477,1835,18030,10525,324,10251,3795,862,9866,365,1219,5018,448,7360,23004,4631,245,5379,3176,1594,4495,278
302,4395,400,11658,2971,51396,3187,3236,563,357,19530,13296,13,277,1085,9277,6119,1815,1924,4737,3383,782,3732,8108,3908,2376,2175,3846,818,1060,2866,891,7091,1637,18664,10155,282,9535,5251,1762,10199,2456,1185,6207,448,7342,24654,3821,216,5238,4214,1935,4176,479
303,3864,375,11094,2913,47945,2837,0,988,350,15445,11926,5,260,977,6717,5990,2244,1340,4231,0,612,3758,7403,2898,2474,3203,3561,534,1033,2648,719,5212,1498,16621,11708,120,8374,4305,1629,9398,939,1187,6050,321,6056,20212,2632,171,5798,2690,1810,3420,72
304,2351,248,11201,3361,44223,2201,0,810,334,12313,8193,8,208,432,4711,5114,1344,1195,3227,5408,279,3310,5648,2268,2164,2214,1743,222,514,2259,729,5586,1203,14935,8960,158,6088,6511,1207,6864,1122,1091,4582,417,7222,15016,2293,177,5141,395,1227,2170,113
305,2052,175,8995,1280,40489,1677,7364,563,202,11576,7454,11,180,572,4776,3701,1132,2287,2082,1407,313,3012,4245,2861,983,1227,1652,329,319,1681,707,5278,930,15202,6063,114,7892,3899,924,6461,444,652,3268,181,5380,22086,1495,111,4530,4721,1105,1741,563
306,4285,157,8559,3238,44047,1511,3689,629,430,14896,9193,6,120,1034,6642,3152,816,1798,3022,4714,715,2665,5479,2468,1319,1648,4362,424,1333,2593,841,3134,887,15040,6978,138,7981,2218,1173,7260,2093,928,1839,244,3786,27293,2162,169,4561,2603,993,3105,677
307,3454,294,5629,2490,40981,2438,3529,738,177,13990,8596,15,111,1091,5862,3658,1105,1506,4553,2902,824,2516,5909,3128,1496,1942,3112,576,954,1143,977,9210,1145,14933,5225,167,6701,3922,1329,8106,348,983,6167,452,4748,27789,2899,121,4598,2350,1129,2882,217
308,3260,332,7311,2514,40562,2403,968,907,220,13720,9036,13,183,994,6652,4393,1917,1434,4063,5323,808,2948,5946,3295,1582,1948,2839,457,945,2187,653,7007,1424,13987,9980,243,7654,3154,1137,7153,338,853,5950,317,4119,25773,2742,205,5294,2324,1023,3235,412
309,3245,291,9146,3153,39323,2281,1878,672,320,16875,9806,17,157,1112,6642,4685,1507,1288,3925,3712,823,2924,5517,3001,1629,2342,2778,525,859,1878,722,6298,1262,20177,9041,221,7149,3551,1012,6119,1851,1015,4935,425,6160,25096,2543,161,4795,2303,1360,2699,208
310,3033,194,8715,2566,36533,2025,0,655,397,12119,8533,7,173,806,5343,3906,1290,1023,3055,0,438,3292,5790,2211,1491,2680,2194,421,413,2040,445,5939,1088,15180,8113,115,7065,3634,1154,6499,985,913,6604,341,2759,19017,2150,181,6757,507,1529,2452,159
311,1870,257,6981,985,32391,1498,0,937,314,11093,6332,3,136,278,4162,3176,1151,888,2350,4135,340,2414,4407,1671,1334,1606,1436,337,676,1483,919,5078,744,13528,6938,150,5248,3326,793,5643,1398,756,5770,266,6931,12477,1585,142,9914,2288,437,1963,295
312,1771,148,5400,1119,29970,1190,6703,626,182,8002,4957,1,135,466,3385,2509,639,1534,1993,973,317,1769,3296,1672,970,1457,1183,183,287,1221,1000,3812,626,12397,5929,70,4311,1844,646,3783,965,510,3285,115,2568,10238,1082,163,7245,464,1180,1148,345
313,3461,127,6417,1343,34530,1685,2094,407,226,9816,7492,30,67,758,4318,2739,716,1415,2239,2142,386,1972,3080,2320,926,1193,2901,288,1156,1178,845,4579,691,13598,4185,137,4989,1564,617,6904,1118,496,2858,127,1616,22739,1302,101,4526,2919,889,1947,214
314,3313,162,4845,2543,20092,1371,1915,471,144,11914,8205,6,78,810,4822,2890,1077,1296,3414,2498,701,2167,4507,2421,1230,1702,2587,391,909,1171,728,5380,881,13725,6545,151,6378,1993,674,5641,265,859,5533,277,4773,26741,2159,150,4515,2107,830,1822,202
315,2955,198,9398,3135,25258,1983,1662,760,209,12873,8150,7,125,612,4979,3640,1237,1292,3713,3743,675,2166,5132,2513,1274,2290,2331,394,861,1200,857,4996,988,14057,7317,148,7271,2696,831,5584,360,900,4656,328,3114,22604,2089,109,4013,1918,996,2553,300
316,2816,268,8099,2182,25049,1798,2019,721,293,13719,8374,19,137,598,7042,3505,1705,1053,2745,1941,636,2396,5264,2538,1512,2050,2260,400,757,1869,657,4156,908,15392,7566,197,4278,2957,866,5289,815,1007,4703,325,4712,18776,2649,179,4147,2124,1061,2318,159
317,2542,242,7316,1628,22965,1958,0,693,172,12311,8985,0,139,527,5152,3106,1306,826,3789,0,324,2392,4634,1826,1542,1856,1992,361,712,1501,625,7071,848,13075,7311,153,5859,4172,761,5336,1587,743,4608,247,2637,15756,1771,149,4904,1636,770,2004,0
318,1602,165,7217,1081,25164,1319,0,670,224,9535,4753,0,158,181,3292,2531,1134,753,2018,3614,0,2145,3938,1505,1182,1196,1146,242,410,1194,761,5216,626,12709,6226,97,4481,2952,568,3667,2372,712,4543,185,4490,7524,1516,125,3792,178,503,1400,315
319,1628,81,5321,642,23350,1177,5817,626,204,8720,3917,7,127,527,2944,2198,849,1372,1250,2084,448,1686,3646,1842,794,927,984,164,270,990,431,4099,491,13013,4763,57,4334,1770,419,4714,1113,331,3096,32,1599,19263,859,132,6172,2085,463,1084,164
320,3363,84,4748,2508,22166,1158,1267,304,195,9594,8393,12,67,559,3667,1725,603,1171,2692,2625,662,1482,2491,2075,712,1452,2570,344,303,956,404,4725,600,11513,4108,132,4263,1577,768,4686,855,679,2253,200,1822,22921,1411,120,4707,1424,1060,1558,90
321,2872,167,5918,1793,18341,1638,2440,347,165,8408,6384,2,108,620,3751,2239,885,1067,2415,3861,462,1939,3315,2065,836,2074,1952,371,669,1020,391,4759,751,11231,5717,154,5365,2696,708,5865,312,658,3569,228,3140,18801,2009,94,5227,1865,651,1618,216
322,2520,174,4671,1909,20067,1441,1426,673,267,11423,7352,4,104,508,4191,2831,993,976,2934,2498,284,2190,4624,2255,1320,1804,1596,403,840,1078,695,4696,672,13579,6620,145,5432,2329,720,6079,552,729,3944,187,2727,20612,1761,144,5121,2444,877,2006,62
323,2294,177,5028,1723,19842,1722,1258,447,282,10976,6558,7,121,635,4156,2642,1271,1052,2601,2371,359,1880,3113,2139,1117,2186,1775,312,606,1328,580,5923,1079,12858,7089,153,4874,2797,946,9593,1120,625,4471,160,3963,18707,1517,135,4238,2060,827,1745,260
324,1941,129,5119,1841,17073,1595,0,626,248,15019,6343,7,121,328,3345,2343,1006,694,2646,0,355,2097,4102,1511,1074,1528,1854,516,591,1070,524,5218,741,12511,6298,104,4191,2382,687,4631,961,594,4158,115,1766,15545,1468,173,4309,1311,848,1696,14
325,1242,126,5025,889,13817,1163,0,529,210,7788,3587,1,86,113,2428,1730,867,1948,1766,3356,156,1747,2661,1033,989,811,988,187,332,959,333,4241,525,10532,5031,68,3011,2893,0,3725,381,574,3606,180,3523,12634,1194,134,2558,314,587,1172,208
326,1221,66,3741,1237,18355,884,3931,431,136,5730,3034,21,94,369,2312,1716,686,1113,1617,967,219,1163,2394,1539,721,705,890,121,202,838,363,3480,486,9424,3776,53,3287,1401,957,3689,1340,311,2533,65,2176,22080,584,118,2861,2102,433,794,145
327,2425,114,2938,1524,13005,935,2568,204,130,10533,4961,2,67,491,2304,1519,572,928,2431,2608,417,905,2236,1433,608,825,2112,314,757,811,326,3117,432,8362,2926,115,3658,1301,605,4307,653,202,1990,116,1692,19001,1201,113,2740,1313,491,1360,71
328,1953,176,2296,2448,12614,1269,482,291,61,6979,4924,8,78,507,3314,1434,1772,804,2581,2045,273,942,2451,1717,637,791,1777,426,491,750,337,2287,670,6091,4167,138,3990,2127,627,3113,378,528,2958,208,1315,17143,1591,133,2959,1487,532,1566,160
329,1701,157,4417,2492,14553,1584,937,248,166,7711,5706,4,111,402,3328,2368,2756,712,2493,2765,301,1554,2800,1885,1411,1210,1622,301,490,889,396,3254,559,7616,5495,98,4120,2792,715,3415,827,670,3024,174,3349,13981,1273,174,3059,1505,590,1747,180
330,1631,161,3826,1841,13994,1863,1431,326,269,11543,4842,14,104,404,3660,1488,2893,716,2256,868,265,1547,3282,1754,1048,1210,1395,347,359,897,478,4183,582,8956,5547,61,3683,2672,818,4734,174,606,2594,131,2897,14604,1216,109,5069,1476,657,1440,108
331,1543,124,3471,1353,11295,1541,0,291,243,7486,4490,7,112,240,3062,2828,815,462,1994,0,265,1500,3614,1186,994,1036,1265,259,449,898,466,4463,421,11084,4172,11,3549,2061,603,3933,917,504,3011,188,2186,9786,1211,154,4709,535,578,1099,42
332,972,212,1544,678,10031,1034,0,774,158,6624,3589,6,79,63,2060,1731,838,395,1528,1955,154,1566,3102,1064,901,900,741,73,175,651,318,4286,342,9790,4674,49,2138,2182,381,4122,1236,346,3397,97,3664,8047,908,134,2949,199,485,730,9
333,913,86,2250,643,13640,987,4367,342,101,5737,2704,15,34,386,1747,1037,5113,772,1003,1179,201,903,1367,1064,564,635,577,124,132,548,120,2534,311,9001,3084,0,1926,1044,297,3122,848,178,2033,54,1354,9654,514,146,1700,2600,431,634,157
334,1696,106,4381,1489,11121,934,869,284,145,7023,3721,9,32,437,2082,1135,3335,648,2328,1367,211,976,1591,918,572,656,1395,374,568,546,419,3538,413,8319,2786,20,3208,1074,513,4326,567,363,1910,122,1248,13357,918,59,3291,868,422,899,46
335,1468,170,1977,1102,8398,751,888,256,67,7537,3490,10,56,458,2825,1437,2172,609,1911,333,253,1137,2047,1239,651,784,1049,307,390,659,329,4324,510,7285,3833,39,3280,1666,543,3110,277,496,2833,175,2700,12928,1299,17,3203,874,454,1041,44
336,1336,132,1861,1113,10681,1722,1003,421,185,8525,4179,3,95,323,2838,1708,3379,574,1871,2733,175,1199,2446,1507,899,911,950,247,407,592,365,3617,533,10314,4568,139,2806,1683,607,3985,359,453,3151,279,2142,12247,1242,127,3699,1115,440,1378,105
337,1159,132,2426,570,9578,2091,838,394,137,7617,3900,3,71,349,2598,1424,2401,490,1423,1172,201,1112,2412,1535,1048,984,1008,221,410,636,460,3692,401,8660,4128,113,3305,1422,494,3259,758,401,3876,209,2421,11213,1060,166,3191,1116,480,1146,107
338,1077,94,1791,963,8808,1209,0,416,126,7515,3823,3,70,258,2092,1237,609,383,764,0,160,1159,2080,944,940,695,953,234,304,813,433,3717,565,8681,4130,85,2799,1463,458,3679,1220,384,2987,137,1928,9276,943,146,3215,837,390,882,0
339,747,186,1947,470,5816,853,0,336,122,5436,1929,3,48,62,1631,1223,710,333,1708,1308,110,847,1879,726,776,1093,508,104,164,512,280,2145,282,8250,3170,46,1809,1271,247,2438,1114,319,4159,110,1678,4405,710,116,2575,194,301,543,50
340,635,84,1338,323,5621,533,2905,240,83,3615,2070,4,35,115,1420,779,3902,415,723,504,148,722,1570,726,602,544,467,138,110,391,232,1430,190,6399,2458,46,1915,733,183,1785,555,214,1727,61,1256,2897,462,185,1539,151,284,434,0
341,990,60,1132,179,8286,668,580,132,130,6297,2895,2,18,285,1348,881,3114,486,1241,0,91,516,1223,1124,452,734,577,127,320,290,198,3595,299,7397,1988,138,2026,510,411,2945,945,312,1437,217,779,3088,591,55,1770,1665,233,812,215
342,683,39,1315,673,6473,1137,534,215,49,7342,3545,2,30,408,1795,926,1737,435,1010,626,104,759,1357,1240,758,684,791,234,266,363,750,4065,272,6293,3167,120,1816,1082,382,3530,329,394,1785,92,1232,4208,901,79,2284,1162,309,802,99
343,1113,212,1143,255,7142,1241,547,276,121,5117,3485,2,68,286,1966,759,2604,420,957,830,218,986,2037,1201,913,134,757,200,445,488,434,3242,407,7161,3916,133,2282,620,456,3302,265,385,2812,186,932,2361,1151,153,2304,1094,335,861,81
344,903,186,1918,273,7825,1280,1198,334,160,6683,3679,10,50,314,2219,1039,1014,412,1958,441,134,1008,1815,1473,995,360,917,277,319,420,368,3015,311,8963,3227,119,2306,872,477,2794,430,334,2897,147,1486,5183,857,102,2034,867,334,933,152
345,790,136,2047,522,6056,1117,0,355,92,7280,3336,1,62,227,1922,1420,18,277,1331,0,143,763,1967,823,870,350,790,264,350,371,394,2846,425,7609,3446,75,2611,977,521,2548,763,356,3345,147,998,6202,778,108,1882,734,272,826,0
346,625,113,1804,287,4634,802,0,204,95,5065,1758,4,70,72,1585,884,476,232,979,1893,130,618,1517,829,879,390,496,138,192,301,252,2009,314,6482,2541,49,1461,1040,107,1798,685,276,2876,139,1365,6854,701,134,2303,128,250,471,112
347,586,64,1507,250,5001,680,2233,363,107,4151,1536,7,51,332,1246,819,475,399,529,468,97,611,1259,830,555,242,424,31,96,173,252,2675,234,6748,2133,35,1611,501,316,1849,661,198,1442,30,871,7440,338,115,1155,1219,231,446,105
348,1071,60,1184,842,6408,1096,1357,140,89,5610,3780,0,49,282,1665,681,438,344,1487,1406,142,662,1234,1784,500,348,959,230,482,398,258,3125,312,6841,1514,104,2775,360,511,2822,635,348,1325,212,1058,10147,716,83,1769,760,333,750,44
349,880,176,1310,810,5892,1168,1493,283,99,7128,3240,2,52,423,2022,1010,821,310,1294,879,164,862,2099,1558,754,669,712,202,324,516,335,3086,446,6370,3346,115,1842,801,417,2813,201,446,2135,262,1846,7482,812,77,1907,877,299,848,44
350,2501,151,939,733,5392,1119,975,300,179,6640,3327,1,40,306,1884,1089,741,298,1443,766,217,976,2105,1598,986,920,607,203,332,571,310,3539,299,9051,3351,90,2409,1150,492,2369,322,411,2505,156,1922,7871,832,72,2036,1117,412,944,214
351,762,102,1621,521,7158,1521,787,302,162,5922,3434,4,43,312,2441,947,726,294,1176,905,178,970,1984,1257,1149,731,594,168,316,399,325,3829,656,8425,2924,90,1977,870,324,3309,1004,460,1751,143,1682,8065,651,123,1657,1084,301,826,148
352,679,161,1179,562,4359,1264,0,426,194,5459,3365,1,109,233,1780,873,459,191,1021,0,197,836,1697,1425,812,549,605,224,295,459,273,4090,152,8213,2643,69,1773,782,437,3014,778,376,1779,186,1130,5812,686,135,1675,745,327,848,0
353,435,120,1075,288,3407,841,0,287,120,5539,2334,1,59,42,1249,733,368,226,675,1511,142,827,1465,932,803,704,309,117,175,266,258,2364,244,7517,2156,29,1268,709,282,1821,1166,342,1753,134,1438,4176,465,100,1736,72,285,491,44
354,492,67,1039,94,4235,1536,2680,286,86,1700,2139,1,30,280,1143,542,361,374,504,404,128,603,1392,933,636,199,376,49,112,226,164,3107,165,6755,1466,43,1452,381,190,2150,1138,167,1155,43,841,6578,257,86,1124,1000,193,333,77
355,881,126,849,440,4414,776,502,115,83,7179,3147,5,37,374,1577,539,460,298,1075,769,182,468,1164,1642,425,301,775,155,462,309,215,3254,245,6137,1239,105,1709,111,250,2506,661,331,848,182,568,6864,487,88,1385,806,228,640,56
356,567,173,1284,404,4243,1055,494,236,51,6014,2735,3,18,452,2104,763,690,303,1172,501,147,786,1899,1705,780,380,640,193,342,395,187,3652,356,7851,2145,110,2022,750,250,2625,97,443,1175,181,1551,7662,729,115,1549,715,272,780,89
357,574,127,1154,403,5230,1351,878,221,196,6118,2886,2,62,299,1740,938,609,286,1067,758,136,809,1567,1827,940,479,625,180,361,385,188,3159,258,7854,2502,117,1875,898,386,3007,244,419,1570,232,1309,7396,611,199,1300,896,262,867,69
358,499,136,2276,570,5180,1633,830,235,108,5975,2081,1,57,240,1442,841,555,273,905,519,225,913,1899,1791,822,591,610,125,330,391,244,3662,304,9179,2093,94,1750,920,211,2770,729,378,1698,164,1608,5596,549,133,1652,748,309,723,79
